City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,ulundi,-28.3352,31.4162,20.04,95,79,0.77,ZA,1675538337
288,domoni,-12.2569,44.5319,26.64,83,95,0.63,KM,1675538337
289,abnub,27.2696,31.1511,13.66,45,98,2.86,EG,1675538337
290,bonavista,48.6499,-53.1147,-12.76,77,78,16.09,CA,1675538338
291,kiranur,10.5699,78.7868,22.84,88,6,2.7,IN,1675538338
292,mayo,38.8876,-76.5119,0.63,44,0,6.69,US,1675538338
293,palana,59.1167,159.9667,-21.89,99,98,1.76,RU,1675538339
294,apple valley,34.5008,-117.1859,21.27,27,62,1.04,US,1675538339
295,wadi maliz,36.4681,8.5495,11.81,90,5,2.68,TN,1675538339
296,kapuskasing,49.4169,-82.4331,-11.95,85,100,7.72,CA,1675538340
297,presidencia roque saenz pena,-26.7852,-60.4388,35.45,20,8,4.46,AR,1675538340
298,high level,58.5169,-117.136,-14.94,92,100,0.0,CA,1675538129
299,emerald,-23.5333,148.1667,22.97,59,93,4.59,AU,1675538340
300,saint-joseph,-21.3667,55.6167,25.21,85,99,5.0,RE,1675538341
301,ranong,9.9658,98.6348,24.34,88,99,1.78,TH,1675538341
302,butaritari,3.0707,172.7902,27.45,80,81,8.86,KI,1675538341
303,salalah,17.0151,54.0924,23.05,73,20,0.51,OM,1675538051
304,drawsko pomorskie,53.5306,15.8097,-2.18,84,59,0.89,PL,1675538342
305,acajutla,13.5928,-89.8275,31.41,46,28,3.32,SV,1675538342
306,fortuna,40.5982,-124.1573,14.96,61,0,8.23,US,1675538330
307,kenai,60.5544,-151.2583,-4.36,93,100,1.54,US,1675538343
308,lancaster,40.2504,-76.2499,-2.49,41,40,2.68,US,1675538114
309,pangai,-19.8,-174.35,27.28,75,97,10.25,TO,1675538343
310,matamoros,25.5333,-103.25,20.06,31,0,2.57,MX,1675538344
311,bosaso,11.2842,49.1816,22.59,73,88,1.4,SO,1675538344
312,cap malheureux,-19.9842,57.6142,26.37,76,100,1.34,MU,1675538344
313,coahuayana,18.7333,-103.6833,32.9,28,0,2.68,MX,1675538345
314,belaya gora,68.5333,146.4167,-36.26,100,100,2.19,RU,1675538345
315,cabatuan,10.8794,122.486,23.36,93,100,6.13,PH,1675538346
316,lyubim,58.3625,40.6843,-5.11,98,100,1.24,RU,1675538346
317,sumbe,-11.2061,13.8437,25.46,81,79,3.59,AO,1675538347
318,nassjo,57.6531,14.6968,-12.49,90,22,0.99,SE,1675538347
319,takaka,-40.85,172.8,20.87,91,96,1.76,NZ,1675538348
320,egvekinot,66.3167,-179.1667,-34.01,88,12,6.19,RU,1675538348
321,port hedland,-20.3167,118.5667,26.03,78,10,4.63,AU,1675538349
322,conde,-7.2597,-34.9075,29.7,62,20,6.69,BR,1675538349
323,killarney,52.05,-9.5167,5.68,93,83,2.01,IE,1675538350
324,qidong,31.8128,121.6561,3.29,80,100,2.76,CN,1675538350
325,nelson bay,-32.7167,152.15,19.44,68,0,3.58,AU,1675538350
326,natal,-5.795,-35.2094,31.36,58,40,7.2,BR,1675537859
327,vao,-22.6667,167.4833,26.28,86,85,8.54,NC,1675538351
328,atakpame,7.5333,1.1333,31.91,33,44,2.85,TG,1675538351
329,kloulklubed,7.0419,134.2556,27.03,81,100,7.49,PW,1675538352
330,gagra,43.3283,40.2239,3.51,66,100,2.73,GE,1675538352
331,xichang,27.8964,102.2634,5.56,67,1,1.31,CN,1675538352
332,ilulissat,69.2167,-51.1,-17.99,78,75,1.54,GL,1675538353
333,husavik,66.0449,-17.3389,-2.32,70,3,6.16,IS,1675538354
334,noo,58.2756,26.5375,-3.98,87,75,5.14,EE,1675538355
335,lerwick,60.1545,-1.1494,7.0,72,100,10.74,GB,1675538287
336,kurumkan,54.3,110.3,-21.11,93,41,1.97,RU,1675538356
337,geraldton,-28.7667,114.6,22.23,88,75,3.6,AU,1675538357
338,sorata,-15.7667,-68.6333,7.74,95,100,3.42,BO,1675538357
339,walvis bay,-22.9575,14.5053,18.38,79,100,5.73,NA,1675538357
340,marsa matruh,31.3525,27.2453,14.15,64,13,5.61,EG,1675538358
341,mascote,-15.5631,-39.3025,29.73,56,57,3.24,BR,1675538358
342,fatehpur chaurasi,26.7833,80.2667,14.71,52,0,3.45,IN,1675538359
343,uren,57.4552,45.7852,-8.65,98,98,1.73,RU,1675538359
344,honningsvag,70.9821,25.9704,-3.14,68,50,3.6,NO,1675538360
345,rongcheng,30.634,117.8517,7.13,89,100,0.75,CN,1675538360
346,lingao,19.9103,109.6859,20.41,93,95,5.34,CN,1675538360
347,merauke,-8.4667,140.3333,24.76,92,100,2.7,ID,1675538361
348,lokosovo,61.1333,74.8167,-17.96,100,96,2.22,RU,1675538361
349,liverpool,53.4106,-2.9779,10.72,87,75,4.02,GB,1675538291
350,korla,41.7597,86.1469,-3.53,73,55,0.96,CN,1675538362
351,anshun,26.25,105.9333,6.03,93,100,1.93,CN,1675538362
352,trairi,-3.2778,-39.2689,28.97,66,55,5.74,BR,1675538363
353,hermiston,45.8404,-119.2895,14.01,67,100,2.57,US,1675538363
354,boende,-0.2167,20.8667,28.59,39,100,0.71,CD,1675538364
355,pamyat parizhskoy kommuny,56.1048,44.4952,-3.03,100,100,1.55,RU,1675538364
356,stettler,52.3168,-112.7186,0.86,69,62,4.63,CA,1675538365
357,alofi,-19.0595,-169.9187,25.94,83,75,2.57,NU,1675538365
358,kunming,25.0389,102.7183,9.96,76,0,5.0,CN,1675538365
359,erzin,36.9559,36.2,6.66,72,100,1.91,TR,1675538366
360,ixtapa,20.7,-105.2,25.57,69,20,4.12,MX,1675538366
361,barrie,44.4001,-79.6663,-7.46,82,100,6.17,CA,1675538340
362,gilgit,35.9221,74.3087,0.88,67,70,1.49,PK,1675538366
363,coihaique,-45.5752,-72.0662,28.97,32,20,4.63,CL,1675538367
364,bartica,6.4,-58.6167,29.18,83,83,2.67,GY,1675538368
365,yulara,-25.2406,130.9889,19.6,32,0,4.92,AU,1675538368
366,itarema,-2.9248,-39.9167,28.43,70,35,6.78,BR,1675538369
367,pampa,35.5362,-100.9599,19.02,19,28,5.14,US,1675538126
368,independencia,-5.3964,-40.3086,35.36,21,61,4.7,BR,1675538281
369,kaifeng,34.7911,114.3483,1.76,68,0,2.72,CN,1675538370
370,roald,62.5833,6.1333,6.08,65,40,6.69,NO,1675538370
371,scarborough,54.2797,-0.4044,9.25,82,100,4.02,GB,1675538371
372,grand-santi,4.25,-54.3833,26.25,93,81,2.08,GF,1675538371
373,nizhniy tsasuchey,50.5167,115.1333,-22.52,98,5,2.03,RU,1675538371
374,nanortalik,60.1432,-45.2371,-2.95,82,100,12.95,GL,1675538372
375,nalut,30.3333,10.85,11.76,48,64,9.37,LY,1675538372
376,gobabis,-22.45,18.9667,25.06,52,100,5.53,NA,1675538373
377,yar-sale,66.8333,70.8333,-10.59,96,100,2.11,RU,1675538373
378,sabha,27.0377,14.4283,14.84,29,90,2.09,LY,1675538373
379,corinth,37.9407,22.9573,9.38,79,65,2.62,GR,1675538374
380,bonthe,7.5264,-12.505,26.49,78,10,4.87,SL,1675538374
381,marrakesh,31.6315,-8.0083,14.04,28,40,1.54,MA,1675538374
382,goba,7.0167,39.9833,11.25,40,9,1.73,ET,1675538375
383,santa clarita,34.3917,-118.5426,20.9,30,0,0.45,US,1675538212
384,biak,-0.9131,122.8766,24.29,83,100,1.39,ID,1675538375
385,san juan,-31.5375,-68.5364,31.54,24,1,4.57,AR,1675538262
386,ampanihy,-24.7,44.75,23.27,88,100,3.09,MG,1675538375
387,ostrovnoy,68.0531,39.5131,-9.95,85,99,4.23,RU,1675538376
388,saint-leu,-21.15,55.2833,25.48,80,100,2.95,RE,1675538376
389,zhangjiakou,40.81,114.8794,-5.4,39,5,0.44,CN,1675538376
390,tabuk,17.4189,121.4443,18.57,89,99,1.55,PH,1675538377
391,moron,-34.6534,-58.6198,29.43,34,0,3.53,AR,1675538377
392,beira,-19.8436,34.8389,26.05,100,40,1.03,MZ,1675538378
393,labuhan,-6.8844,112.2051,25.33,87,100,3.23,ID,1675538378
394,ntungamo,-0.8833,29.65,20.16,59,36,1.91,UG,1675538379
395,meulaboh,4.1363,96.1285,23.87,89,92,1.72,ID,1675538380
396,athens,37.9795,23.7162,11.32,70,20,2.57,GR,1675538178
397,souillac,-20.5167,57.5167,26.21,83,40,2.57,MU,1675538380
398,krasnoshchekovo,51.6708,82.7289,-6.43,97,100,1.04,RU,1675538381
399,tayu,-6.5397,111.0518,24.73,90,100,2.64,ID,1675538381
400,shimoda,34.6667,138.95,7.44,66,19,2.66,JP,1675538381
401,khani,41.9563,42.9566,1.76,55,100,2.76,GE,1675538382
402,umea,63.8284,20.2597,-11.16,77,0,1.54,SE,1675538382
403,richards bay,-28.783,32.0377,22.52,88,0,1.16,ZA,1675538383
404,raymond,43.9015,-70.4703,-12.99,28,79,3.53,US,1675538383
405,yeppoon,-23.1333,150.7333,25.88,88,78,3.83,AU,1675538383
406,yabelo,4.8833,38.0833,19.01,22,11,4.25,ET,1675538384
407,velika kladusa,45.1894,15.8117,1.53,64,6,4.72,BA,1675538384
408,lagoa,39.05,-27.9833,15.06,87,6,7.46,PT,1675538384
409,kulhudhuffushi,6.6221,73.07,26.94,77,100,2.11,MV,1675538385
410,christchurch,-43.5333,172.6333,26.11,56,94,7.2,NZ,1675538380
411,mehamn,71.0357,27.8492,-5.03,80,100,1.54,NO,1675538385
412,algiers,36.7525,3.042,9.9,82,20,3.09,DZ,1675538268
413,bellavista,-7.0561,-76.5911,29.71,70,75,3.09,PE,1675538386
414,tasiilaq,65.6145,-37.6368,-4.91,90,100,4.75,GL,1675538386
415,bauska,56.4075,24.1906,-3.59,76,100,4.89,LV,1675538386
416,arroyo,41.6096,-4.7969,9.22,47,0,4.63,ES,1675538387
417,kailua,21.4022,-157.7394,22.3,95,100,3.13,US,1675538387
418,waipawa,-41.4122,175.5153,19.0,84,9,2.77,NZ,1675538387
419,saint-georges,12.0564,-61.7485,27.82,78,75,11.32,GD,1675538388
420,pottsville,40.6857,-76.1955,-3.64,47,11,2.24,US,1675538388
421,jutai,-5.1833,-68.9,25.11,88,100,0.17,BR,1675538388
422,aranos,-24.1333,19.1167,29.33,35,97,2.8,NA,1675538389
423,tela,15.7833,-87.45,29.97,70,40,3.09,HN,1675538389
424,makakilo city,21.3469,-158.0858,21.49,87,100,3.6,US,1675538389
425,vihti,60.417,24.3197,-6.23,78,7,2.24,FI,1675538390
426,kropotkin,45.4375,40.5756,1.98,99,100,2.56,RU,1675538390
427,paamiut,61.994,-49.6678,-10.51,74,100,6.3,GL,1675538390
428,seoul,37.5683,126.9778,-3.31,64,0,0.11,KR,1675538053
429,santo angelo,-28.2992,-54.2631,29.18,48,40,6.17,BR,1675538391
430,san jose,37.3394,-121.895,17.48,71,75,7.2,US,1675538183
431,asau,46.4333,26.4,-2.49,95,100,4.67,RO,1675538391
432,eskisehir,39.7767,30.5206,-3.05,93,100,3.09,TR,1675538322
433,muros,42.7762,-9.0603,11.02,74,1,4.57,ES,1675538392
434,kirundo,-2.5833,30.1667,17.27,80,100,1.44,BI,1675538392
435,lishui,28.4604,119.9103,8.18,97,100,1.02,CN,1675538392
436,cedar city,37.6775,-113.0619,7.54,46,0,3.6,US,1675538393
437,balkanabat,39.5108,54.3671,6.04,70,97,1.1,TM,1675538393
438,pimentel,-6.8367,-79.9342,28.16,61,0,7.2,PE,1675538393
439,ciudad bolivar,8.1222,-63.5497,32.08,41,94,5.21,VE,1675538394
440,taoudenni,22.6783,-3.9836,17.35,29,100,5.12,ML,1675538394
441,lincoln,40.8,-96.667,10.54,55,0,7.2,US,1675538394
442,saint-denis,48.9167,2.3333,10.09,83,100,4.12,FR,1675538395
443,valente,-11.4122,-39.4619,36.16,22,14,5.04,BR,1675537835
444,villazon,-22.0866,-65.5942,7.17,80,100,4.79,BO,1675538395
445,chara,56.9064,118.2631,-23.22,79,94,1.15,RU,1675538395
446,bulgan,48.8125,103.5347,-19.11,89,33,1.34,MN,1675538396
447,port-cartier,50.0334,-66.8654,-18.94,70,100,9.35,CA,1675538396
448,torbat-e jam,35.244,60.6225,6.61,63,80,1.25,IR,1675538396
449,ocos,14.5094,-92.1933,31.1,61,0,4.47,GT,1675538397
450,snezhnogorsk,69.1933,33.2531,-22.12,95,100,1.94,RU,1675538397
451,zholymbet,51.7433,71.7122,-20.34,99,100,3.51,KZ,1675538398
452,wajima,37.4,136.9,3.5,62,95,4.87,JP,1675538398
453,manta,-0.95,-80.7333,28.88,70,40,4.12,EC,1675538398
454,la fleche,47.6982,-0.0755,9.14,68,100,3.1,FR,1675538399
455,mudgee,-32.5943,149.5871,10.82,64,0,1.56,AU,1675538399
456,batagay-alyta,67.8006,130.4114,-38.38,91,94,1.7,RU,1675538400
457,kangaatsiaq,68.3065,-53.4641,-20.15,85,100,1.72,GL,1675538400
458,oktyabrskoye,43.0645,44.7417,-2.92,100,36,2.0,RU,1675538401
459,mizan teferi,6.9833,35.5833,19.99,47,23,0.71,ET,1675538401
460,jian,27.1172,114.9793,7.35,94,80,1.56,CN,1675538401
461,sao felix do xingu,-6.6447,-51.995,29.42,70,76,0.6,BR,1675538402
462,la paz,-16.5,-68.15,9.99,87,75,3.6,BO,1675538106
463,fallon,39.4735,-118.7774,7.18,56,75,2.57,US,1675538403
464,eurajoki,61.2,21.7333,-10.99,95,17,1.74,FI,1675538242
465,chapais,49.7834,-74.8492,-23.12,84,100,4.02,CA,1675538403
466,bereda,43.2686,-7.5406,6.19,100,6,2.27,ES,1675538404
467,kasongo-lunda,-6.4667,16.8167,21.29,98,100,1.3,CD,1675538405
468,castle rock,39.3722,-104.8561,12.74,26,0,3.13,US,1675538405
469,nichinan,31.6,131.3667,8.19,78,100,2.71,JP,1675538406
470,rehoboth,-23.3167,17.0833,26.01,37,99,7.31,NA,1675538406
471,alice springs,-23.7,133.8833,12.75,88,5,2.06,AU,1675538407
472,petropavlovsk-kamchatskiy,53.0452,158.6483,-17.67,71,0,3.0,RU,1675538407
473,zhucheng,35.9947,119.3975,0.24,50,0,2.4,CN,1675538408
474,severnoye,56.3491,78.3619,-19.16,100,100,0.64,RU,1675538408
475,coquimbo,-29.9533,-71.3436,22.85,64,40,4.63,CL,1675538409
476,harrison,30.4091,-89.0436,15.03,51,0,4.63,US,1675538410
477,kisanga,-7.4362,37.7034,24.49,83,100,0.76,TZ,1675538410
478,nungua,5.6011,-0.0771,28.23,83,40,5.66,GH,1675538410
479,tianpeng,30.9866,103.9393,13.68,68,100,2.69,CN,1675538411
480,governador valadares,-18.8511,-41.9494,30.86,59,1,1.18,BR,1675538278
481,quatre cocos,-20.2078,57.7625,26.16,83,66,5.08,MU,1675538411
482,inhambane,-23.865,35.3833,24.78,85,13,3.87,MZ,1675538411
483,tahe,52.3333,124.7333,-28.78,100,77,1.47,CN,1675538413
484,bintulu,3.1667,113.0333,24.23,94,40,0.0,MY,1675538413
485,conceicao do araguaia,-8.2578,-49.2647,29.64,66,100,1.76,BR,1675538413
486,kyzyl-suu,42.3414,78.0056,-3.81,58,99,5.18,KG,1675538414
487,soe,-9.8607,124.284,19.25,97,100,1.27,ID,1675538415
488,jiancheng,30.391,104.5491,11.91,69,99,1.5,CN,1675538415
489,innisfail,-17.5333,146.0333,24.73,95,100,2.32,AU,1675538130
490,taybad,34.74,60.7756,6.92,69,77,6.1,IR,1675538416
491,sobolevo,54.4299,31.8996,-5.45,95,100,5.16,RU,1675538416
492,yomou,7.5603,-9.2653,27.88,41,30,1.06,GN,1675538417
493,tiquicheo,18.8833,-100.7333,33.5,21,0,1.58,MX,1675538417
494,victoria,22.2855,114.1577,18.03,85,100,4.02,HK,1675538395
495,ahipara,-35.1667,173.1667,19.19,91,100,3.37,NZ,1675538418
496,mopti,14.6667,-4.0,27.51,12,5,4.91,ML,1675538418
497,solwezi,-12.1688,26.3894,17.53,97,100,2.79,ZM,1675538419
498,nyaunglebin,17.95,96.7333,22.44,67,27,2.08,MM,1675538419
499,yaan,7.3833,8.5667,32.83,15,100,1.01,NG,1675538420
500,najran,17.4924,44.1277,19.36,44,21,1.18,SA,1675538420
501,fort nelson,58.8053,-122.7002,-15.59,71,75,1.79,CA,1675538130
502,les cayes,18.2,-73.75,27.82,59,28,6.29,HT,1675538421
503,jati,24.3539,68.2671,21.05,66,0,3.61,PK,1675538421
504,along,28.1667,94.7667,11.58,56,0,0.82,IN,1675538422
505,guapore,-28.8456,-51.8903,24.84,59,68,2.76,BR,1675538423
506,kidal,18.4411,1.4078,25.11,9,100,3.77,ML,1675538423
507,faya,18.3851,42.4509,12.06,67,92,1.76,SA,1675538424
508,port victoria,0.0939,33.9756,23.33,70,67,4.13,KE,1675538425
509,broome,42.2506,-75.833,-8.63,62,100,3.09,US,1675538425
510,carauari,-4.8828,-66.8958,26.95,88,75,0.97,BR,1675538426
511,tumut,-35.3,148.2167,9.67,92,0,1.73,AU,1675538427
512,mitu,1.1983,-70.1733,31.53,48,86,0.66,CO,1675538171
513,hashtrud,37.4779,47.0508,-12.58,90,100,0.41,IR,1675538428
514,sainte-rose,16.3324,-61.6979,28.02,65,75,6.69,GP,1675538428
515,olafsvik,64.8945,-23.7142,2.58,64,99,14.41,IS,1675538428
516,cockburn town,21.4612,-71.1419,25.12,73,0,7.47,TC,1675538429
517,pringsewu,-5.3582,104.9744,23.17,92,100,1.04,ID,1675538430
518,ati,13.2154,18.3353,26.73,10,100,4.06,TD,1675538430
519,polyarnyy,69.1989,33.4478,-10.99,92,100,2.27,RU,1675538430
520,mackay,-21.15,149.2,26.49,85,100,2.26,AU,1675538362
521,mount isa,-20.7333,139.5,21.87,40,100,4.12,AU,1675538431
522,chuguyevka,44.1653,133.8633,-19.08,96,52,1.99,RU,1675538431
523,khislavichi,54.1871,32.1582,-4.95,95,100,5.69,RU,1675538432
524,luganville,-15.5333,167.1667,26.72,86,100,2.07,VU,1675538432
525,dogondoutchi,13.6393,4.0287,28.21,13,8,2.7,NE,1675538432
526,conway,35.0887,-92.4421,8.9,60,0,3.6,US,1675538288
527,mwinilunga,-11.7358,24.4293,17.39,99,100,1.34,ZM,1675538433
528,basoko,1.2391,23.616,25.63,38,15,1.26,CD,1675538433
529,sorland,67.667,12.6934,2.92,95,100,17.18,NO,1675538434
530,guaraniacu,-25.1008,-52.8781,24.0,55,95,2.21,BR,1675538434
531,whitehorse,60.7161,-135.0538,-12.33,83,100,3.09,CA,1675538323
532,okhotsk,59.3833,143.3,-26.52,82,60,4.78,RU,1675538435
533,altay,47.8667,88.1167,-7.6,80,100,2.0,CN,1675538435
534,pangnirtung,66.1451,-65.7125,-37.0,67,0,1.03,CA,1675538435
535,iskitim,54.6366,83.3045,-19.06,100,87,1.3,RU,1675538436
536,manggar,-2.8833,108.2667,25.57,86,100,3.35,ID,1675538436
537,krasnoselkup,65.7,82.4667,-14.26,97,100,3.26,RU,1675538436
538,aitape,-3.1374,142.3475,24.99,88,100,1.76,PG,1675538437
539,porto velho,-8.7619,-63.9039,32.03,51,75,3.09,BR,1675538104
540,malindi,-3.2175,40.1191,25.1,84,100,4.71,KE,1675538437
541,sao jose da coroa grande,-8.8978,-35.1478,27.8,71,60,4.3,BR,1675538438
542,nabire,-3.3667,135.4833,23.95,95,100,0.85,ID,1675538438
543,nishihara,26.1842,127.7558,17.6,78,100,4.12,JP,1675538438
544,adrar,20.5022,-10.0711,17.88,15,100,4.65,MR,1675538439
545,tongchuan,35.0806,109.0897,1.86,43,95,1.42,CN,1675538439
546,artvin,41.1667,41.8333,-0.49,76,92,2.0,TR,1675538439
547,dombarovskiy,50.7587,59.5386,-17.36,85,38,3.7,RU,1675538440
548,granville,-33.8333,151.0167,18.36,70,0,4.12,AU,1675538440
549,kalianget,-7.05,113.9333,25.33,88,100,3.22,ID,1675538440
550,tocopilla,-22.092,-70.1979,23.95,73,12,2.15,CL,1675538441
551,oranjemund,-28.55,16.4333,17.76,91,2,4.31,NA,1675538441
552,surgut,61.25,73.4167,-15.9,84,0,1.0,RU,1675538441
553,alvaraes,-3.2208,-64.8042,29.93,91,99,2.49,BR,1675538442
554,panguipulli,-39.6333,-72.3333,37.84,16,0,3.26,CL,1675538442
555,turayf,31.6725,38.6637,7.14,70,0,4.12,SA,1675538442
556,aransas pass,27.9095,-97.15,20.05,100,0,4.63,US,1675538443
557,jerusalem,31.769,35.2163,8.17,94,22,3.13,IL,1675538274
558,san quintin,30.4833,-115.95,18.01,49,0,2.07,MX,1675538443
559,hami,42.8,93.45,-1.19,37,100,1.15,CN,1675538444
560,karasjok,69.4719,25.5112,-3.93,94,100,1.81,NO,1675538354
561,margate,51.3813,1.3862,8.83,75,100,0.45,GB,1675538444
562,belmonte,-15.8631,-38.8828,28.78,68,3,5.23,BR,1675538444
563,kansanshi,-12.0951,26.4273,17.23,97,100,2.72,ZM,1675538445
564,denpasar,-8.65,115.2167,23.81,100,75,15.43,ID,1675538416
565,atar,20.5169,-13.0499,20.46,13,100,5.2,MR,1675538445
566,tambilil,5.9622,124.6697,24.71,81,100,1.69,PH,1675538446
567,lethem,3.3803,-59.7968,32.36,45,98,5.06,GY,1675538446
568,thinadhoo,0.5333,72.9333,27.1,69,19,5.58,MV,1675538446
569,opochka,56.7105,28.6617,-5.69,94,100,4.09,RU,1675538447
570,virginia beach,36.8529,-75.978,2.03,49,40,3.09,US,1675538344
571,dawei,14.0833,98.2,22.59,94,30,1.27,MM,1675538447
572,mbuguni,-3.5667,36.95,28.79,39,28,8.75,TZ,1675538448
573,nan,18.8333,100.6667,20.29,90,45,0.25,TH,1675538448
574,mirnyy,62.5353,113.9611,-35.43,66,100,3.13,RU,1675538449
575,nantucket,41.2835,-70.0995,-8.92,50,0,7.2,US,1675538449
